ID;Titulo;Entidad;Tipo;Estados;Solicitante-Solicitante;Categoria;Asignado_a-Tecnico;Asignado_a-Grupo_tecnico;Prioridad;Fecha_de_apertura;Ultima_modificacion;Fecha_de_resolucion;Fecha_de_cierre;Soluciones-Tipo_de_solucion;ActualTime-Campos_adicionales-Promocion;Casos_vinculados_-_Numero_de_casos_hijos;Tiempo_en_resolver;Estadisticas_-_Tiempo_de_resolucion;Duracion_total;Tiempo_para_tomar_excedido;Tiempo_en_aduenarse;Estadisticas_-_Tiempo_de_espera;Descripcion;Urgencia;Impacto;Tiempo_en_resolver_+_Progreso;Ubicacion;SLA_-_SLA_Tiempo_en_resolver;Tiempo_para_resolver_excedido;SLA_-_SLA_Tiempo_en_aduenarse;Tiempo_interno_de_atencion_excedido;Estadisticas_-_Tiempo_de_cierre;Encuesta_de_Satisfaccion_-_Tipo;Encuesta_de_Satisfaccion_-_Fecha_de_creacion;Encuesta_de_Satisfaccion_-_Fecha_de_respuesta;Encuesta_de_Satisfaccion_-_Satisfaccion;Encuesta_de_Satisfaccion_-_Comentarios
81 437;ERROR EN SISTEMA AL EMITIR BOLETA CASH;Lindcorp > Aruma;Incidente;Cerrado;Tienda aru-21;Aplicaciones > POS.NET > Venta > Error al grabar Venta;Lorenso Lusquiños;Nivel 1 - MDA;Alta;12/07/2025 17:45;14/07/2025 09:19;13/07/2025 07:33;14/07/2025 09:19;;;0;13/07/2025 09:45;4 horas 14 minutos;0 segundos;No;12/07/2025 18:00;0 segundos;"Buenas tardes,

Solicito su apoyo con la configuración del sistema ya que no deja emitir boletas con medio de pago en cash.

Al querer grabar se anula en automatico.

[570c5ee8-b2d8e96f-6872e5838ec164.95220767]";Media;Media;13/07/2025 09:45;;SLA Incidente Solucion Alto;No;SLA Incidente Atencion Alto;No;19 horas 33 minutos;Encuesta interna;14/07/2025 09:19;;;
81 491;CAMBIO DE TIPO DE PAGO;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-22;Aplicaciones > IZIPAY > Forma de Pago Izipay > Cambiar forma de pago Cash a Izipay;Ramon Heredia;Nivel 1 - MDA;Media;13/07/2025 21:23;14/07/2025 09:07;14/07/2025 09:07;;;;0;14/07/2025 20:44;23minutos;0 segundos;No;13/07/2025 21:38;1 horas 20 minutos;BUENAS NOCHES SOLICITO SU APOYO PARA EL CAMBIO DE ESTA BOLETA QUE FUE MEDIO DE YAPE PERO COMO NO SE REFLEJO EN MI POS, ADJUNTO EVIDENCIA ;Media;Media;14/07/2025 20:44;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 501;contraseña de correo corporativo;Lindcorp > Tambo;Solicitud;Resuelto;tienda tamb-50;Aplicaciones > Correo Corporativo > Cambio de contraseña;Ramon Heredia;Nivel 1 - MDA;Media;14/07/2025 08:49;14/07/2025 09:01;14/07/2025 09:01;;;;0;15/07/2025 18:49;12minutos;0 segundos;No;14/07/2025 09:04;0 segundos;"Buenos días 

Por favor su apoyo con la contraseña del correo corporativo , no ingresa con la contraseña actual.

Quedo atenta ";Media;Media;15/07/2025 18:49;;SLA Requerimiento Solucion Medio;No;SLA Requerimiento Atencion Medio;No;0 segundos;;;;;
81 505;PC 2 NO INGRESA LA CONTRAEÑA DE INICIO;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-51;"Soporte Hardware > All in One / Cpu Tienda > Funcionalidades de SO (Calculadora; descarga de archivos; etc)";Ramon Heredia;Nivel 1 - MDA;Media;14/07/2025 08:52;14/07/2025 08:59;14/07/2025 08:59;;;;0;14/07/2025 20:52;7minutos;0 segundos;No;14/07/2025 09:07;0 segundos;"Buenos dias su apoyo con la pc 2 ya que no permite ingresar al sistema. 

 ";Media;Media;14/07/2025 20:52;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 500;teclado roto;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-52;Soporte Hardware > Teclado/ Mouse > Teclado dañado;Ramon Heredia;Nivel 1 - MDA;Media;14/07/2025 08:40;14/07/2025 08:53;14/07/2025 08:42;;;;0;14/07/2025 20:40;2minutos;0 segundos;No;14/07/2025 08:55;0 segundos;su apoyo con el cambio de teclado ya que están desgastados y todos;Media;Media;14/07/2025 20:40;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 354;IMPRESORA IMPRIME BORROSO - UNIVERSITARIA C19;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-53;Soporte Hardware > Impresoras Térmicas > Impresiones Borrosas o Distorsionadas;Lorenso Lusquiños;Nivel 1 - MDA;Media;12/07/2025 11:17;14/07/2025 08:43;13/07/2025 15:20;14/07/2025 08:43;;;0;14/07/2025 12:50;30minutos;0 segundos;No;12/07/2025 11:32;17 horas 33 minutos;Buenos dias estimados, su apoyo con la impresora de la caja 2 por motivo que cuando se emite una boleta sale borroso. Ya se limpio la impresora pero de igual manera sale borroso.;Media;Media;14/07/2025 12:50;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;7 horas 52 minutos;Encuesta interna;14/07/2025 08:43;;;
81 496;Error en Izipay;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-54;Aplicaciones > IZIPAY > Dispositivo Izipay > Mensaje de Error en dispositivo Izipay;Ramon Heredia;Nivel 1 - MDA;Media;14/07/2025 08:01;14/07/2025 08:30;14/07/2025 08:30;;;;0;14/07/2025 20:01;28minutos;0 segundos;No;14/07/2025 08:16;0 segundos;"Buenos días,

Su apoyo con la comunicación del dispositivo izipay, es persistente el problema, no se puede cobrar ni por tarjeta ni QR.

Gracias

[570c5ee8-b2d8e96f-6874ff2d897562.94264623]";Media;Media;14/07/2025 20:01;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 492;IMPRESORA DE CAJA 1 NO IMPRIME;Lindcorp > Tambo;Incidente;Resuelto;tienda tamb-55;Soporte Hardware > Impresoras Térmicas > Impresora no imprime;Ramon Heredia;Nivel 1 - MDA;Media;14/07/2025 07:16;14/07/2025 07:22;14/07/2025 07:22;;;;0;14/07/2025 20:00;0 segundos;0 segundos;No;14/07/2025 08:15;0 segundos;"impresora no imprime no da boleta

 ";Media;Media;14/07/2025 20:00;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
81 390;ANULAR RECARGA LIMA PASS;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-56;Aplicaciones > Recaudos > Limapass > No se generó recarga Limapass (Anulación de Recaudo);Mónica Garcia;Nivel 1 - MDA;Media;12/07/2025 13:51;14/07/2025 06:17;12/07/2025 14:24;14/07/2025 06:17;;;0;13/07/2025 11:51;32minutos;0 segundos;No;12/07/2025 14:06;0 segundos;Buenas tardes su apoyo anulando la recarga la cual no se realizo.;Media;Media;13/07/2025 11:51;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;22 horas 8 minutos;Encuesta interna;14/07/2025 06:17;;;
81 488;URGENTE - PROBLEMAS EN CAJA 01 Y 02;Lindcorp > Aruma;Incidente;Resuelto;Tienda aru-12;Soporte Hardware > All in One / Cpu Tienda > Lentitud o bajo rendimiento del sistema;Marcos Espilco;Nivel 1 - MDA;Media;13/07/2025 20:42;14/07/2025 00:36;14/07/2025 00:36;;;;0;14/07/2025 19:37;22minutos;0 segundos;No;13/07/2025 20:57;54minutos;"Buen día:
por este medio enviamos la solicitud de revisión técnica o de software, debido a que la maquina esta EXTREMADAMENTE LENTA, aparte de que se cuelga y ambas presentan sobrecalentamiento y se ponen muy calientes en la parte posterior 
Por Favor su apoyo con la solución de este problema, ya que genera que se formen largas colas.";Media;Media;14/07/2025 19:37;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;0 segundos;;;;;
77 878;VISITA TECNICA//TAMBO//DERBY///AIO//AIO SE APAGA//CBX//DV12112023068//CAJA 2//77878;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-57;Soporte Hardware > All in One / Cpu Tienda > Equipo apagado (No enciende);Ramon Heredia;Nivel 1 - MDA;Alta;19/06/2025 16:04;14/07/2025 00:01;10/07/2025 18:51;14/07/2025 00:01;;;0;11/07/2025 10:25;26minutos;0 segundos;No;19/06/2025 16:19;12 días 8 horas 21 minutos;"Estiamdos buenas tardes continua el problema con la caja 2 se sigue  apagando.

 ";Media;Media;11/07/2025 10:25;;SLA Incidente Solucion Alto;No;SLA Incidente Atencion Alto;No;1 días 21 horas 34 minutos;Encuesta interna;14/07/2025 00:01;;;
80 457;PROBLEMAS PARA REALIZAR COBROS;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-58;Aplicaciones > IZIPAY > Dispositivo Izipay > Mensaje de Error en dispositivo Izipay; Cristhian Huamaní;Nivel 1 - MDA;Media;7/07/2025 10:25;14/07/2025 00:01;10/07/2025 12:32;14/07/2025 00:01;;;0;11/07/2025 08:38;1 horas 53 minutos;0 segundos;No;7/07/2025 10:40;1 días 18 horas 13 minutos;Buenas días estimados, presento constante problemas con los POS de izipay, constantemente se están reiniciando, se quedan en recibiendo congelando el POS y no culminando la transacción.;Media;Media;11/07/2025 08:38;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 5 horas 21 minutos;Encuesta interna;14/07/2025 00:01;;;
80 510;PC NO SE PUEDE VISUALIZAR LAS LETRAS;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-59;"Soporte Hardware > All in One / Cpu Tienda > Funcionalidades de SO (Calculadora; descarga de archivos; etc)";Mónica Garcia;Nivel 1 - MDA;Media;7/07/2025 12:26;14/07/2025 00:01;10/07/2025 15:18;14/07/2025 00:01;;;0;9/07/2025 16:38;1 días 0 horas 39 minutos;0 segundos;No;7/07/2025 12:41;20 horas 12 minutos;"Estimados buenas tardes, por favor su apoyo con la configuracion de la PC seguimos con el problema de las letras no se puede visualizar, por favor su apoyo.

[570c5ee8-b2d8e96f-686c030dcb83d7.34241463]

[570c5ee8-b2d8e96f-686c0323f17c05.21894747]

[570c5ee8-b2d8e96f-686c0333d34311.89766931]";Media;Media;9/07/2025 16:38;;SLA Incidente Solucion Medio;Sí;SLA Incidente Atencion Medio;No;3 días 1 horas 21 minutos;Encuesta interna;14/07/2025 00:01;;;
80 512;error en leer el QR al escanear la encuesta;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-60;Aplicaciones > POS.NET > Venta > Error al Escanear QR de encuesta;Ramon Heredia;Nivel 1 - MDA;Media;7/07/2025 12:29;14/07/2025 00:01;10/07/2025 19:06;14/07/2025 00:01;;;0;9/07/2025 11:22;1 días 9 horas 44 minutos;0 segundos;No;7/07/2025 12:44;14 horas 52 minutos;No lee el QR de la encuesta se solicita su apoyo para este suceso.;Media;Media;9/07/2025 11:22;;SLA Incidente Solucion Medio;Sí;SLA Incidente Atencion Medio;No;3 días 6 horas 37 minutos;Encuesta interna;14/07/2025 00:01;;;
80 952;IMPRESONRA DEFECTUOSA;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-61;Tickets Duplicados;Ramon Heredia;Nivel 1 - MDA;Media;9/07/2025 12:24;14/07/2025 00:01;10/07/2025 15:51;14/07/2025 00:01;;;0;10/07/2025 10:24;17 horas 26 minutos;0 segundos;No;9/07/2025 12:39;0 segundos;"Buenas tardes,

 

Por favor su apoyo con la impresora que se encuentra defectuosa , no sale ningún documento de venta y no tiene atasco de papel.";Media;Media;10/07/2025 10:24;;SLA Incidente Solucion Medio;Sí;SLA Incidente Atencion Medio;No;2 días 17 horas 35 minutos;Encuesta interna;14/07/2025 00:01;;;
80 953;APLICATIVO NUEVO DE RECEPCION DE MERCADERIA.;Lindcorp > Aruma;Incidente;Cerrado;Tienda aru-15;Aplicaciones > RCSTools (PDA) > Acceso a sistema RCSTools;Marcos Espilco;Nivel 1 - MDA;Media;9/07/2025 12:26;14/07/2025 00:01;10/07/2025 15:16;14/07/2025 00:01;;.;0;11/07/2025 11:52;1 horas 23 minutos;0 segundos;No;9/07/2025 12:41;15 horas 25 minutos;"Buenos días estimados.

Solicito por favor su apoyo con la instalación del nuevo aplicativo para la recepción de mercadería.

 

 A la espera de su apoyo.

 

 

Saludos.

Marleny Loayza.

 ";Media;Media;11/07/2025 11:52;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 2 horas 7 minutos;Encuesta interna;14/07/2025 00:01;;;
80 959;NO ESTA IMPRIMIENDO CORRECTAMENTE LAS BOLETAS;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-62;Aplicaciones > RMS > Formatos de Impresión > Error de impresión de ticket descuadrado o pequeño;Mónica Garcia;Nivel 1 - MDA;Media;9/07/2025 12:57;14/07/2025 00:01;10/07/2025 12:34;14/07/2025 00:01;;;0;10/07/2025 17:59;6 horas 35 minutos;0 segundos;No;9/07/2025 13:12;7 horas 1 minutos;Buenas tardes, por favor su apoyo, lasimpresiones de lasboletas no esta saliendo;Media;Media;10/07/2025 17:59;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 10 horas 0 minutos;Encuesta interna;14/07/2025 00:01;;;
80 995;impresora mo imprime;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-62;Soporte Hardware > Impresoras Térmicas > Impresora no imprime;Ramon Heredia;Nivel 1 - MDA;Media;9/07/2025 15:59;14/07/2025 00:01;10/07/2025 15:32;14/07/2025 00:01;;;0;10/07/2025 13:59;13 horas 32 minutos;0 segundos;No;9/07/2025 16:14;0 segundos;Buenas tardes por favor su apoyo;Media;Media;10/07/2025 13:59;;SLA Incidente Solucion Medio;Sí;SLA Incidente Atencion Medio;No;2 días 14 horas 0 minutos;Encuesta interna;14/07/2025 00:01;;;
81 005;Pantalla MENU BORD;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-536;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;9/07/2025 16:52;14/07/2025 00:01;10/07/2025 16:20;14/07/2025 00:01;;;0;10/07/2025 14:52;13 horas 27 minutos;0 segundos;No;9/07/2025 17:07;0 segundos;"Buenas tardes su apoyo actualizando en la pantalla del Menu bor el precio de la siguiente promocion.

-Seis empanadas con una gasesosa de litro a 18.90 sigue saliendo 17.90 ,lo cual nos ocasiona inconvenientes con los clientes.";Media;Media;10/07/2025 14:52;;SLA Incidente Solucion Medio;Sí;SLA Incidente Atencion Medio;No;2 días 13 horas 7 minutos;Encuesta interna;14/07/2025 00:01;;;
81 013;CAMBIO DE VENDEDOR;Lindcorp > Aruma;Solicitud;Cerrado;Tienda aru-11;Aplicaciones > POS.NET > Vendedor > Cambio de Vendedor;Ramon Heredia;Nivel 1 - MDA;Media;9/07/2025 17:32;14/07/2025 00:01;10/07/2025 16:02;14/07/2025 00:01;;;0;11/07/2025 13:32;12 horas 29 minutos;0 segundos;No;9/07/2025 17:47;0 segundos;"CAMBIO DE VENDEDOR

MONTO: 79

BOLETA:  B141-00001600

[570c5ee8-b2d8e96f-686eed73d04b43.63531407]";Media;Media;11/07/2025 13:32;;SLA Requerimiento Solucion Medio;No;SLA Requerimiento Atencion Medio;No;2 días 12 horas 27 minutos;Encuesta interna;14/07/2025 00:01;;;
81 032;TECLADO EN CAJA 2 NO RESPONDE;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-63;Soporte Hardware > Teclado/ Mouse > Teclado dañado;Ramon Heredia;Nivel 1 - MDA;Media;9/07/2025 18:23;14/07/2025 00:01;10/07/2025 21:19;14/07/2025 00:01;;;0;10/07/2025 16:23;16 horas 56 minutos;0 segundos;No;9/07/2025 18:38;0 segundos;Buenas noches, por favor su apoyo con el teclado de la caja 2, no responde, las luces están prendidas. Se le cambio de puerto USB, pero no responde igualmente;Media;Media;10/07/2025 16:23;;SLA Incidente Solucion Medio;Sí;SLA Incidente Atencion Medio;No;2 días 11 horas 36 minutos;Encuesta interna;14/07/2025 00:01;;;
81 039;IMPRESORA NO IMPREME CORRECTAMENTE;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-61;Aplicaciones > RMS > Formatos de Impresión > Error de impresión de ticket descuadrado o pequeño;Ramon Heredia;Nivel 1 - MDA;Media;9/07/2025 18:50;14/07/2025 00:01;10/07/2025 15:50;14/07/2025 00:01;;;0;11/07/2025 13:20;30minutos;0 segundos;No;9/07/2025 19:05;10 horas 29 minutos;"  

la impresora de la caja N° 1 no imprime correctamente desde hace 2 días, la caja esta inoperativa por el motivo que los clientes exigen sus boletas, PEDIMOS SU APOYO URGENTEEEEEEEEEE";Media;Media;11/07/2025 13:20;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 0 horas 39 minutos;Encuesta interna;14/07/2025 00:01;;;
81 043;IMPRESORA NO IMPREME CORRECTAMENTE;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-61;Tickets Duplicados;Ramon Heredia;Nivel 1 - MDA;Media;9/07/2025 19:35;14/07/2025 00:01;10/07/2025 15:51;14/07/2025 00:01;;;0;10/07/2025 17:35;10 horas 15 minutos;0 segundos;No;9/07/2025 19:50;0 segundos;"BUENA TARDES 

la impresora de la caja N° 1 no imprime correctamente desde hace 2 días, la caja esta inoperativa por el motivo que los clientes exigen sus boletas, PEDIMOS SU APOYO URGENTEEEEEEEEEE";Media;Media;10/07/2025 17:35;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 10 horas 24 minutos;Encuesta interna;14/07/2025 00:01;;;
81 065;CONFIGURACION GEOVICTORIA;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-64;Aplicaciones > GeoVictoria > VictoriaID > Configuración de VictoriaID;Marcos Espilco;Nivel 1 - MDA;Media;10/07/2025 09:23;14/07/2025 00:01;10/07/2025 21:31;14/07/2025 00:01;;;0;11/07/2025 14:08;5 horas 23 minutos;0 segundos;No;10/07/2025 09:38;6 horas 45 minutos;"Buenos dias 

Por favor su apoyo para la configuración de geo victoria ya que tiene una hora adelantada 

el dia de ayer paso lo mismo y nuevamente se a vuelto a desconfigurar  

adjunto imagen 

[570c5ee8-b2d8e96f-686fcc22dc9113.69051551]";Media;Media;11/07/2025 14:08;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;1 días 23 horas 51 minutos;Encuesta interna;14/07/2025 00:01;;;
81 094;no se puede cobrar en izipay;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-65;Aplicaciones > IZIPAY > Dispositivo Izipay > Mensaje de Error en dispositivo Izipay; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 10:58;14/07/2025 00:01;10/07/2025 12:09;14/07/2025 00:01;;;0;11/07/2025 08:58;1 horas 11 minutos;0 segundos;No;10/07/2025 11:13;0 segundos;Buenos dias estimados, solicito su apoyo ya que no se puede cobrar en el izipay de caja 1;Media;Media;11/07/2025 08:58;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 5 horas 1 minutos;Encuesta interna;14/07/2025 00:01;;;
81 095;QR NO ESTA HABILITADO;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-66;Aplicaciones > POS.NET > Venta > Error al Escanear QR de encuesta;Mónica Garcia;Nivel 1 - MDA;Media;10/07/2025 10:59;14/07/2025 00:01;10/07/2025 17:06;14/07/2025 00:01;;;0;11/07/2025 08:59;6 horas 6 minutos;0 segundos;No;10/07/2025 11:14;0 segundos;BUENOS DIAS, SU APOYO CON EL QR EN AMBAS CAJAS, AL MOMENTO DE SCANEAR NO PERMITE SCANEAR EL QR EN AMBAS CAJAS ES EL PROBLEMA;Media;Media;11/07/2025 08:59;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 5 horas 0 minutos;Encuesta interna;14/07/2025 00:01;;;
81 101;reseteo contraseña del correo;Lindcorp > Tambo;Solicitud;Cerrado;tienda tamb-67;Aplicaciones > Correo Corporativo > Cambio de contraseña; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 11:22;14/07/2025 00:01;10/07/2025 12:27;14/07/2025 00:01;;;0;11/07/2025 21:22;21minutos;0 segundos;No;10/07/2025 11:37;43minutos;SU APOYO POR FAVOR reseteo contraseña del correo;Media;Media;11/07/2025 21:22;;SLA Requerimiento Solucion Medio;No;SLA Requerimiento Atencion Medio;No;2 días 3 horas 53 minutos;Encuesta interna;14/07/2025 00:01;;;
81 107;PROMOCIONES DE LA TV NO ESTAN ACTUALIZADAS;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-68;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 11:36;14/07/2025 00:01;10/07/2025 12:30;14/07/2025 00:01;;;0;11/07/2025 09:36;54minutos;0 segundos;No;10/07/2025 11:51;0 segundos;"buenas tardes por favor su apoyo ya que las promociones de los tv de tienda san clemente no pasan algunas, el dia de ayer se envio también por el mismo inconveniente pero aun no estan corregidas

 

 ";Media;Media;11/07/2025 09:36;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 4 horas 23 minutos;Encuesta interna;14/07/2025 00:01;;;
81 108;problemas con el pos de izipay;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-69;Aplicaciones > IZIPAY > Dispositivo Izipay > Dispositivo con problemas Operativos; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 11:37;14/07/2025 00:01;10/07/2025 12:40;14/07/2025 00:01;;;0;11/07/2025 09:37;1 horas 2 minutos;0 segundos;No;10/07/2025 11:52;0 segundos;buenos dias su apoyo cuento con problemas en el post de izipay de la caja 1  al elegir qr o cuotas no responde la pantalla ;Media;Media;11/07/2025 09:37;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 4 horas 22 minutos;Encuesta interna;14/07/2025 00:01;;;
81 125;ACTUALIZAR FECHA Y HORA;Lindcorp > Aruma;Incidente;Cerrado;Tienda aru-23;"Soporte Hardware > All in One / Cpu Tienda > Funcionalidades de SO (Calculadora; descarga de archivos; etc)";Mónica Garcia;Nivel 1 - MDA;Media;10/07/2025 12:44;14/07/2025 00:01;10/07/2025 16:32;14/07/2025 00:01;;;0;11/07/2025 10:44;3 horas 48 minutos;0 segundos;No;10/07/2025 12:59;0 segundos;"Buenas tardes;

su apoyo en la actualizacion de fecha y hora en la caja nro 2 ya que se encuentran con fecha de ayer 09/07

[570c5ee8-b2d8e96f-686ffbddcfe7b1.24887056]";Media;Media;11/07/2025 10:44;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 3 horas 15 minutos;Encuesta interna;14/07/2025 00:01;;;
81 126;ANULACION LIMAPASS - SHELL;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-70;Aplicaciones > Recaudos > Limapass > No se generó recarga Limapass (Anulación de Recaudo); Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 12:46;14/07/2025 00:01;10/07/2025 13:09;14/07/2025 00:01;;;0;11/07/2025 10:46;23minutos;0 segundos;No;10/07/2025 13:01;0 segundos;"Estimado equipo de soporte, 
  
Buenas tardes. 
  
Recientemente generé una recarga de 5 soles para Limapass, pero nuevamente la recarga no se efectuó en la tarjeta. Esto ha creado una recarga ficticia en el sistema. 
Agradecería mucho su apoyo para resolver este inconveniente. El incidente ya ha sido reportado por correo a los encargados 
  
Gracias por su pronta atención.";Media;Media;11/07/2025 10:46;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 3 horas 13 minutos;Encuesta interna;14/07/2025 00:01;;;
81 127;ACTUALIZAR PROMOCIONES TV;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-71;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 12:46;14/07/2025 00:01;10/07/2025 14:01;14/07/2025 00:01;;;0;11/07/2025 10:46;1 horas 15 minutos;0 segundos;No;10/07/2025 13:01;0 segundos;"buenas tardes,

Por favor su apoyo para actualizar las promociones de tv de tienda .

Las promociones de las empanadas de 4 unid y de 6 unid no se han actualizado.

saludos

 ";Media;Media;11/07/2025 10:46;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 3 horas 13 minutos;Encuesta interna;14/07/2025 00:01;;;
81 139;ACTUALIZAR LAS PROMOCIONES DE LA TV;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-72;Soporte Hardware > Menuboard > Distribución de contenido Promocional; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 13:23;14/07/2025 00:01;10/07/2025 14:07;14/07/2025 00:01;;;0;11/07/2025 11:23;44minutos;0 segundos;No;10/07/2025 13:38;0 segundos;SE SOLICITA ACTUALIZAR LAS FECHAS Y PROMOCIONES DELA TV - TDA CHINCHON;Media;Media;11/07/2025 11:23;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 2 horas 36 minutos;Encuesta interna;14/07/2025 00:01;;;
81 140;RECARGA LIMA PASS NO RECARGO;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-15;Aplicaciones > Recaudos > Limapass > No se generó recarga Limapass (Anulación de Recaudo); Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 13:23;14/07/2025 00:01;10/07/2025 13:45;14/07/2025 00:01;;;0;11/07/2025 11:23;21minutos;0 segundos;No;10/07/2025 13:38;0 segundos;NO RECARGO LIMA PASS;Media;Media;11/07/2025 11:23;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 2 horas 36 minutos;Encuesta interna;14/07/2025 00:01;;;
81 141;ERROR EN SERVICIO IZIPAY;Lindcorp > Tambo;Incidente;Cerrado;tienda tamb-18;Aplicaciones > IZIPAY > Dispositivo Izipay > Mensaje de Error en dispositivo Izipay;Marcos Espilco;Nivel 1 - MDA;Media;10/07/2025 13:26;14/07/2025 00:01;10/07/2025 13:59;14/07/2025 00:01;;;0;11/07/2025 11:26;32minutos;0 segundos;No;10/07/2025 13:41;0 segundos;POR FAVOR SE REQUIERE EL SOPORTE NO ENVIA LA COMUNICACION DE POSNET AL TERMINAL IZIPAY.;Media;Media;11/07/2025 11:26;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 2 horas 33 minutos;Encuesta interna;14/07/2025 00:01;;;
81 142;Cambio de forma de pago de Cash a Izipay;Lindcorp > Aruma;Incidente;Cerrado;Tienda aru-24;Aplicaciones > IZIPAY > Forma de Pago Izipay > Cambiar forma de pago Cash a Izipay; Cristhian Huamaní;Nivel 1 - MDA;Media;10/07/2025 13:28;14/07/2025 00:01;10/07/2025 13:35;14/07/2025 00:01;;;0;11/07/2025 11:28;7minutos;0 segundos;No;10/07/2025 13:43;0 segundos;"Buenas tardes estimado, solicitó el apoyo para cambiar la forma de pago de efectivo a Izipay , por motivo de error de conexión.

 

detalle:

b045-00191822

monto: s/. 19.90 QR

ref:4354

tarjeta: 8940

motivo

error de conexión con el pos Izipay

 ";Media;Media;11/07/2025 11:28;;SLA Incidente Solucion Medio;No;SLA Incidente Atencion Medio;No;2 días 2 horas 31 minutos;Encuesta interna;14/07/2025 00:01;;;
